#oghma_csv {"title":"Box file","type":"box","x_label":"Position","y_label":"Position","data_label":"Position","x_units":"m","y_units":"m","rgb":"0000ff","data_units":"m","x_len":1,"y_len":6,"z_len":1,"cols":"box"}*
#
-2.449500e-04 -2.449500e-04 -1.050000e-07
-2.449500e-04 2.694450e-03 -1.050000e-07
-2.449500e-04 2.694450e-03 1.155000e-06
-2.449500e-04 -2.449500e-04 1.155000e-06
-2.449500e-04 -2.449500e-04 -1.050000e-07


2.694450e-03 -2.449500e-04 -1.050000e-07
2.694450e-03 2.694450e-03 -1.050000e-07
2.694450e-03 2.694450e-03 1.155000e-06
2.694450e-03 -2.449500e-04 1.155000e-06
2.694450e-03 -2.449500e-04 -1.050000e-07


-2.449500e-04 -2.449500e-04 -1.050000e-07
2.694450e-03 -2.449500e-04 -1.050000e-07
2.694450e-03 -2.449500e-04 1.155000e-06
-2.449500e-04 -2.449500e-04 1.155000e-06
-2.449500e-04 -2.449500e-04 -1.050000e-07


-2.449500e-04 2.694450e-03 -1.050000e-07
2.694450e-03 2.694450e-03 -1.050000e-07
2.694450e-03 2.694450e-03 1.155000e-06
-2.449500e-04 2.694450e-03 1.155000e-06
-2.449500e-04 2.694450e-03 -1.050000e-07


-2.449500e-04 -2.449500e-04 -1.050000e-07
2.694450e-03 -2.449500e-04 -1.050000e-07
2.694450e-03 2.694450e-03 -1.050000e-07
-2.449500e-04 2.694450e-03 -1.050000e-07
-2.449500e-04 -2.449500e-04 -1.050000e-07


-2.449500e-04 -2.449500e-04 1.155000e-06
2.694450e-03 -2.449500e-04 1.155000e-06
2.694450e-03 2.694450e-03 1.155000e-06
-2.449500e-04 2.694450e-03 1.155000e-06
-2.449500e-04 -2.449500e-04 1.155000e-06


#FTO-(0,0)
0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 2.449500e-03 0.000000e+00
0.000000e+00 2.449500e-03 5.000000e-08
0.000000e+00 0.000000e+00 5.000000e-08
0.000000e+00 0.000000e+00 0.000000e+00


2.449500e-03 0.000000e+00 0.000000e+00
2.449500e-03 2.449500e-03 0.000000e+00
2.449500e-03 2.449500e-03 5.000000e-08
2.449500e-03 0.000000e+00 5.000000e-08
2.449500e-03 0.000000e+00 0.000000e+00


0.000000e+00 0.000000e+00 0.000000e+00
2.449500e-03 0.000000e+00 0.000000e+00
2.449500e-03 0.000000e+00 5.000000e-08
0.000000e+00 0.000000e+00 5.000000e-08
0.000000e+00 0.000000e+00 0.000000e+00


0.000000e+00 2.449500e-03 0.000000e+00
2.449500e-03 2.449500e-03 0.000000e+00
2.449500e-03 2.449500e-03 5.000000e-08
0.000000e+00 2.449500e-03 5.000000e-08
0.000000e+00 2.449500e-03 0.000000e+00


0.000000e+00 0.000000e+00 0.000000e+00
2.449500e-03 0.000000e+00 0.000000e+00
2.449500e-03 2.449500e-03 0.000000e+00
0.000000e+00 2.449500e-03 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00


0.000000e+00 0.000000e+00 5.000000e-08
2.449500e-03 0.000000e+00 5.000000e-08
2.449500e-03 2.449500e-03 5.000000e-08
0.000000e+00 2.449500e-03 5.000000e-08
0.000000e+00 0.000000e+00 5.000000e-08


#TiO2-(0,0)
0.000000e+00 0.000000e+00 5.000000e-08
0.000000e+00 2.449500e-03 5.000000e-08
0.000000e+00 2.449500e-03 2.500000e-07
0.000000e+00 0.000000e+00 2.500000e-07
0.000000e+00 0.000000e+00 5.000000e-08


2.449500e-03 0.000000e+00 5.000000e-08
2.449500e-03 2.449500e-03 5.000000e-08
2.449500e-03 2.449500e-03 2.500000e-07
2.449500e-03 0.000000e+00 2.500000e-07
2.449500e-03 0.000000e+00 5.000000e-08


0.000000e+00 0.000000e+00 5.000000e-08
2.449500e-03 0.000000e+00 5.000000e-08
2.449500e-03 0.000000e+00 2.500000e-07
0.000000e+00 0.000000e+00 2.500000e-07
0.000000e+00 0.000000e+00 5.000000e-08


0.000000e+00 2.449500e-03 5.000000e-08
2.449500e-03 2.449500e-03 5.000000e-08
2.449500e-03 2.449500e-03 2.500000e-07
0.000000e+00 2.449500e-03 2.500000e-07
0.000000e+00 2.449500e-03 5.000000e-08


0.000000e+00 0.000000e+00 5.000000e-08
2.449500e-03 0.000000e+00 5.000000e-08
2.449500e-03 2.449500e-03 5.000000e-08
0.000000e+00 2.449500e-03 5.000000e-08
0.000000e+00 0.000000e+00 5.000000e-08


0.000000e+00 0.000000e+00 2.500000e-07
2.449500e-03 0.000000e+00 2.500000e-07
2.449500e-03 2.449500e-03 2.500000e-07
0.000000e+00 2.449500e-03 2.500000e-07
0.000000e+00 0.000000e+00 2.500000e-07


#Perovskite-(0,0)
0.000000e+00 0.000000e+00 2.500000e-07
0.000000e+00 2.449500e-03 2.500000e-07
0.000000e+00 2.449500e-03 7.500000e-07
0.000000e+00 0.000000e+00 7.500000e-07
0.000000e+00 0.000000e+00 2.500000e-07


2.449500e-03 0.000000e+00 2.500000e-07
2.449500e-03 2.449500e-03 2.500000e-07
2.449500e-03 2.449500e-03 7.500000e-07
2.449500e-03 0.000000e+00 7.500000e-07
2.449500e-03 0.000000e+00 2.500000e-07


0.000000e+00 0.000000e+00 2.500000e-07
2.449500e-03 0.000000e+00 2.500000e-07
2.449500e-03 0.000000e+00 7.500000e-07
0.000000e+00 0.000000e+00 7.500000e-07
0.000000e+00 0.000000e+00 2.500000e-07


0.000000e+00 2.449500e-03 2.500000e-07
2.449500e-03 2.449500e-03 2.500000e-07
2.449500e-03 2.449500e-03 7.500000e-07
0.000000e+00 2.449500e-03 7.500000e-07
0.000000e+00 2.449500e-03 2.500000e-07


0.000000e+00 0.000000e+00 2.500000e-07
2.449500e-03 0.000000e+00 2.500000e-07
2.449500e-03 2.449500e-03 2.500000e-07
0.000000e+00 2.449500e-03 2.500000e-07
0.000000e+00 0.000000e+00 2.500000e-07


0.000000e+00 0.000000e+00 7.500000e-07
2.449500e-03 0.000000e+00 7.500000e-07
2.449500e-03 2.449500e-03 7.500000e-07
0.000000e+00 2.449500e-03 7.500000e-07
0.000000e+00 0.000000e+00 7.500000e-07


#Spiro-(0,0)
0.000000e+00 0.000000e+00 7.500000e-07
0.000000e+00 2.449500e-03 7.500000e-07
0.000000e+00 2.449500e-03 9.500000e-07
0.000000e+00 0.000000e+00 9.500000e-07
0.000000e+00 0.000000e+00 7.500000e-07


2.449500e-03 0.000000e+00 7.500000e-07
2.449500e-03 2.449500e-03 7.500000e-07
2.449500e-03 2.449500e-03 9.500000e-07
2.449500e-03 0.000000e+00 9.500000e-07
2.449500e-03 0.000000e+00 7.500000e-07


0.000000e+00 0.000000e+00 7.500000e-07
2.449500e-03 0.000000e+00 7.500000e-07
2.449500e-03 0.000000e+00 9.500000e-07
0.000000e+00 0.000000e+00 9.500000e-07
0.000000e+00 0.000000e+00 7.500000e-07


0.000000e+00 2.449500e-03 7.500000e-07
2.449500e-03 2.449500e-03 7.500000e-07
2.449500e-03 2.449500e-03 9.500000e-07
0.000000e+00 2.449500e-03 9.500000e-07
0.000000e+00 2.449500e-03 7.500000e-07


0.000000e+00 0.000000e+00 7.500000e-07
2.449500e-03 0.000000e+00 7.500000e-07
2.449500e-03 2.449500e-03 7.500000e-07
0.000000e+00 2.449500e-03 7.500000e-07
0.000000e+00 0.000000e+00 7.500000e-07


0.000000e+00 0.000000e+00 9.500000e-07
2.449500e-03 0.000000e+00 9.500000e-07
2.449500e-03 2.449500e-03 9.500000e-07
0.000000e+00 2.449500e-03 9.500000e-07
0.000000e+00 0.000000e+00 9.500000e-07


#Au-(0,0)
0.000000e+00 0.000000e+00 9.500000e-07
0.000000e+00 2.449500e-03 9.500000e-07
0.000000e+00 2.449500e-03 1.050000e-06
0.000000e+00 0.000000e+00 1.050000e-06
0.000000e+00 0.000000e+00 9.500000e-07


2.449500e-03 0.000000e+00 9.500000e-07
2.449500e-03 2.449500e-03 9.500000e-07
2.449500e-03 2.449500e-03 1.050000e-06
2.449500e-03 0.000000e+00 1.050000e-06
2.449500e-03 0.000000e+00 9.500000e-07


0.000000e+00 0.000000e+00 9.500000e-07
2.449500e-03 0.000000e+00 9.500000e-07
2.449500e-03 0.000000e+00 1.050000e-06
0.000000e+00 0.000000e+00 1.050000e-06
0.000000e+00 0.000000e+00 9.500000e-07


0.000000e+00 2.449500e-03 9.500000e-07
2.449500e-03 2.449500e-03 9.500000e-07
2.449500e-03 2.449500e-03 1.050000e-06
0.000000e+00 2.449500e-03 1.050000e-06
0.000000e+00 2.449500e-03 9.500000e-07


0.000000e+00 0.000000e+00 9.500000e-07
2.449500e-03 0.000000e+00 9.500000e-07
2.449500e-03 2.449500e-03 9.500000e-07
0.000000e+00 2.449500e-03 9.500000e-07
0.000000e+00 0.000000e+00 9.500000e-07


0.000000e+00 0.000000e+00 1.050000e-06
2.449500e-03 0.000000e+00 1.050000e-06
2.449500e-03 2.449500e-03 1.050000e-06
0.000000e+00 2.449500e-03 1.050000e-06
0.000000e+00 0.000000e+00 1.050000e-06


