1.500000, 9.934368, 2.926712, 9.276340, 2.569389
1.525000, 10.127873, 3.603109, 9.474570, 3.154509
1.550000, 10.120511, 4.455879, 9.513205, 3.902372
1.575000, 9.749412, 5.405380, 9.249780, 4.762220
1.600000, 8.895865, 6.198983, 8.555478, 5.536505
1.625000, 7.699210, 6.475259, 7.499022, 5.896984
1.650000, 6.595665, 6.097803, 6.444068, 5.655430
1.675000, 5.945939, 5.324232, 5.762459, 4.990231
1.700000, 5.779134, 4.508762, 5.535091, 4.233640
1.725000, 5.942480, 3.843726, 5.637582, 3.593271
1.750000, 6.287657, 3.373114, 5.927092, 3.128135
1.775000, 6.723592, 3.079945, 6.310819, 2.828226
1.800000, 7.204377, 2.937245, 6.740634, 2.668452
1.825000, 7.709251, 2.926135, 7.194489, 2.629209
1.850000, 8.228390, 3.040269, 7.662465, 2.701755
1.875000, 8.753118, 3.286418, 8.137508, 2.888993
1.900000, 9.266629, 3.683827, 8.607464, 3.205046
1.925000, 9.731627, 4.260221, 9.045127, 3.672639
1.950000, 10.074285, 5.036184, 9.394925, 4.312420
1.975000, 10.178302, 5.983702, 9.564523, 5.112628
2.000000, 9.936049, 6.965899, 9.455763, 5.978423
2.025000, 9.387199, 7.760534, 9.071768, 6.730431
2.050000, 8.763734, 8.276674, 8.585325, 7.263895
2.075000, 8.226585, 8.690233, 8.153096, 7.700786
2.100000, 7.639194, 9.193168, 7.685884, 8.223651
2.125000, 6.732663, 9.684614, 6.933154, 8.787636
2.150000, 5.479870, 9.784962, 5.799769, 9.062741
2.175000, 4.264934, 9.233764, 4.577135, 8.732325
2.200000, 3.532750, 8.216587, 3.723608, 7.869686
2.225000, 3.392571, 7.138561, 3.435262, 6.846410
2.250000, 3.685520, 6.269606, 3.604206, 5.967320
2.275000, 4.219159, 5.687382, 4.042747, 5.344485
2.300000, 4.871691, 5.378280, 4.618911, 4.978202
2.325000, 5.583847, 5.323252, 5.265538, 4.848720
2.350000, 6.315639, 5.528205, 5.942611, 4.954327
2.375000, 7.014202, 6.018342, 6.606744, 5.311133
2.400000, 7.594213, 6.824001, 7.193636, 5.943909
2.425000, 7.918299, 7.955979, 7.600652, 6.871071
2.450000, 7.784697, 9.349344, 7.668699, 8.068276
2.475000, 6.980757, 10.757080, 7.196794, 9.384389
2.500000, 5.516080, 11.712086, 6.095891, 10.458615
2.525000, 3.843530, 11.859081, 4.639890, 10.899446
2.550000, 2.513414, 11.377934, 3.332594, 10.711460
2.575000, 1.628712, 10.723924, 2.383245, 10.261417
2.600000, 0.955222, 10.084693, 1.628742, 9.772578
2.625000, 0.379632, 9.344024, 0.943815, 9.158142
2.650000, 0.037844, 8.435457, 0.455288, 8.326211
2.675000, 0.056080, 7.501492, 0.323028, 7.400692
2.700000, 0.400756, 6.724940, 0.543718, 6.580938
2.725000, 0.959223, 6.209273, 1.011377, 5.992105
2.750000, 1.616049, 5.991785, 1.607672, 5.682677
2.775000, 2.270171, 6.076877, 2.230559, 5.659540
2.800000, 2.825789, 6.455256, 2.791204, 5.913088
2.825000, 3.168605, 7.098764, 3.192874, 6.422528
2.850000, 3.161015, 7.907991, 3.315479, 7.119632
2.875000, 2.735750, 8.659697, 3.074705, 7.832848
2.900000, 2.036960, 9.121842, 2.550794, 8.348528
2.925000, 1.324347, 9.288639, 1.960011, 8.615891
2.950000, 0.683459, 9.338425, 1.406777, 8.774215
2.975000, 0.000847, 9.343256, 0.798035, 8.908785
3.000000, -0.778212, 9.186655, 0.052918, 8.918338
3.025000, -1.537177, 8.778467, -0.740354, 8.682051
3.050000, -2.152698, 8.162461, -1.447576, 8.206704
3.075000, -2.567466, 7.414241, -1.989936, 7.550930
3.100000, -2.749465, 6.614581, -2.311118, 6.786364
3.125000, -2.700566, 5.855874, -2.385549, 6.010656
3.150000, -2.465317, 5.223798, -2.240116, 5.328647
3.175000, -2.127884, 4.769869, -1.956697, 4.813255
3.200000, -1.778123, 4.488888, -1.632408, 4.472793
3.225000, -1.472317, 4.340282, -1.330702, 4.271929
3.250000, -1.240586, 4.285975, -1.084595, 4.176361
3.275000, -1.114067, 4.278534, -0.929453, 4.147468
3.300000, -1.088791, 4.235544, -0.877268, 4.109613
3.325000, -1.082736, 4.103870, -0.864330, 3.997383
3.350000, -1.013587, 3.929900, -0.805595, 3.836151
3.375000, -0.888429, 3.791392, -0.692897, 3.699048
3.400000, -0.762057, 3.705503, -0.574798, 3.610822
3.425000, -0.656166, 3.643055, -0.476249, 3.546141
3.450000, -0.557859, 3.593999, -0.385470, 3.491733
3.475000, -0.473453, 3.572606, -0.302929, 3.461190
3.500000, -0.434474, 3.567962, -0.256731, 3.452365
3.525000, -0.447324, 3.530866, -0.262805, 3.424670
3.550000, -0.464206, 3.422394, -0.287248, 3.332765
3.575000, -0.420065, 3.262603, -0.265070, 3.180839
3.600000, -0.293880, 3.115381, -0.162908, 3.026017
3.625000, -0.118517, 3.030684, -0.003956, 2.923043
3.650000, 0.057757, 3.016714, 0.165763, 2.887283
3.675000, 0.202544, 3.053115, 0.312114, 2.903191
3.700000, 0.305353, 3.111984, 0.421833, 2.945075
3.725000, 0.371837, 3.169774, 0.498168, 2.990154
3.750000, 0.419058, 3.211951, 0.555215, 3.023754
3.775000, 0.469051, 3.241672, 0.612976, 3.045718
3.800000, 0.529704, 3.277260, 0.681902, 3.071367
3.825000, 0.593048, 3.331529, 0.756842, 3.114705
3.850000, 0.649509, 3.409573, 0.828431, 3.182079
3.875000, 0.685608, 3.514685, 0.884803, 3.276779
3.900000, 0.681932, 3.638150, 0.909512, 3.393928
3.925000, 0.631442, 3.754636, 0.892673, 3.514838
3.950000, 0.549434, 3.845710, 0.842875, 3.621961
3.975000, 0.449239, 3.913081, 0.770750, 3.715267
4.000000, 0.327901, 3.955610, 0.669671, 3.795373
4.025000, 0.190625, 3.952600, 0.534255, 3.838643
4.050000, 0.073578, 3.893158, 0.395411, 3.818200
4.075000, 0.012102, 3.808657, 0.300375, 3.750690
4.100000, -0.002575, 3.746501, 0.257696, 3.684331
4.125000, -0.009747, 3.719370, 0.236472, 3.642822
4.150000, -0.027026, 3.704094, 0.216831, 3.612232
4.175000, -0.036887, 3.692206, 0.212512, 3.584540
4.200000, -0.037450, 3.712466, 0.230165, 3.588183
4.225000, -0.074355, 3.776936, 0.228984, 3.646654
4.250000, -0.183998, 3.834842, 0.160768, 3.723899
4.275000, -0.328424, 3.828914, 0.041970, 3.757474
4.300000, -0.447577, 3.777385, -0.069171, 3.745675
4.325000, -0.548989, 3.728849, -0.166691, 3.734197
4.350000, -0.671676, 3.674309, -0.290880, 3.723610
4.375000, -0.804459, 3.575096, -0.440829, 3.670118
4.400000, -0.909089, 3.436371, -0.572756, 3.567794
4.425000, -0.983309, 3.286171, -0.675593, 3.449779
4.450000, -1.041776, 3.123792, -0.771137, 3.322064
4.475000, -1.074082, 2.936168, -0.858225, 3.162333
4.500000, -1.056622, 2.732865, -0.907457, 2.965730
4.525000, -0.981474, 2.541344, -0.896123, 2.756410
4.550000, -0.859195, 2.385655, -0.824434, 2.565367
4.575000, -0.706828, 2.280542, -0.706261, 2.415939
4.600000, -0.545687, 2.235889, -0.563531, 2.324762
4.625000, -0.404995, 2.252081, -0.427791, 2.297128
4.650000, -0.314664, 2.309670, -0.332339, 2.317008
4.675000, -0.286954, 2.369675, -0.293808, 2.347051
4.700000, -0.302092, 2.392227, -0.296916, 2.346174
4.725000, -0.314966, 2.365306, -0.298596, 2.298227
4.750000, -0.289294, 2.318566, -0.259697, 2.228707
4.775000, -0.230880, 2.296018, -0.179562, 2.182677
4.800000, -0.176345, 2.313735, -0.091488, 2.184384
4.825000, -0.155603, 2.352927, -0.031063, 2.224665
4.850000, -0.172108, 2.382150, -0.014297, 2.274370
4.875000, -0.206459, 2.379871, -0.032604, 2.304633
4.900000, -0.231167, 2.344687, -0.062724, 2.301563
4.925000, -0.224509, 2.295997, -0.078110, 2.270230
4.950000, -0.188180, 2.267423, -0.064510, 2.236935
4.975000, -0.155747, 2.278356, -0.039188, 2.229504
5.000000, -0.165198, 2.307810, -0.037154, 2.244591
5.025000, -0.218662, 2.308973, -0.072536, 2.247213
5.050000, -0.277637, 2.254128, -0.121113, 2.206159
5.075000, -0.300664, 2.156883, -0.144561, 2.124668
5.100000, -0.273876, 2.050026, -0.125490, 2.030724
5.125000, -0.204816, 1.958266, -0.069675, 1.947615
5.150000, -0.105953, 1.895402, 0.011989, 1.886753
5.175000, 0.007753, 1.869919, 0.107959, 1.855113
5.200000, 0.119188, 1.881559, 0.204414, 1.852777
5.225000, 0.217220, 1.922618, 0.293696, 1.872927
5.250000, 0.295963, 1.986048, 0.373787, 1.912397
5.275000, 0.349664, 2.063949, 0.438505, 1.969720
5.300000, 0.376105, 2.143732, 0.481058, 2.035739
5.325000, 0.383433, 2.212589, 0.505313, 2.097198
5.350000, 0.386880, 2.269066, 0.524168, 2.150667
5.375000, 0.395897, 2.323128, 0.545800, 2.203759
5.400000, 0.410644, 2.388458, 0.570742, 2.266263
5.425000, 0.419849, 2.479053, 0.593263, 2.349196
5.450000, 0.397243, 2.598228, 0.594878, 2.461035
5.475000, 0.313620, 2.720977, 0.545648, 2.589656
5.500000, 0.171427, 2.795303, 0.433058, 2.690953
5.525000, 0.023617, 2.788504, 0.293188, 2.721183
5.550000, -0.070632, 2.727408, 0.187014, 2.686512
5.575000, -0.098953, 2.672092, 0.143367, 2.638889
5.600000, -0.095638, 2.665419, 0.141207, 2.627225
5.625000, -0.109701, 2.713058, 0.137338, 2.667626
5.650000, -0.182250, 2.788503, 0.090667, 2.747215
5.675000, -0.329716, 2.838678, -0.028104, 2.827230
5.700000, -0.521037, 2.805163, -0.213639, 2.846884
5.725000, -0.683220, 2.672770, -0.406087, 2.763546
5.750000, -0.760631, 2.489838, -0.532269, 2.601218
5.775000, -0.754941, 2.317884, -0.569911, 2.423273
5.800000, -0.697244, 2.189430, -0.540431, 2.275056
5.825000, -0.620692, 2.113397, -0.475968, 2.176493
5.850000, -0.554789, 2.080338, -0.410157, 2.127476
5.875000, -0.513185, 2.065910, -0.366183, 2.108078
5.900000, -0.488095, 2.048445, -0.345818, 2.092423
5.925000, -0.461361, 2.021791, -0.333606, 2.064563
5.950000, -0.417883, 1.996932, -0.308683, 2.027501
5.975000, -0.358558, 1.994234, -0.262978, 2.000991
6.000000, -0.301061, 2.026415, -0.208575, 2.002364
