timestamp,phase,status,exit_code,log_file
2026-05-18T22:47:29-07:00,FASnBr3,done,0,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnBr3_score_20260518_224728.log
2026-05-19T01:19:06-07:00,FASnI3,done,0,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnI3_score_20260519_011905.log
2026-05-19T01:59:56-07:00,FAPbI3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FAPbI3_20260519_015944.log
2026-05-19T02:00:07-07:00,FAPbBr3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FAPbBr3_20260519_015956.log
2026-05-19T02:00:19-07:00,FASnI3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnI3_20260519_020007.log
2026-05-19T02:00:30-07:00,FASnBr3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnBr3_20260519_020019.log
2026-05-19T02:00:49-07:00,FAPbI3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FAPbI3_20260519_020037.log
2026-05-19T02:01:00-07:00,FAPbBr3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FAPbBr3_20260519_020049.log
2026-05-19T02:01:12-07:00,FASnI3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnI3_20260519_020100.log
2026-05-19T02:01:23-07:00,FASnBr3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnBr3_20260519_020112.log
2026-05-19T02:04:09-07:00,FAPbI3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FAPbI3_20260519_020357.log
2026-05-19T02:04:20-07:00,FAPbBr3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FAPbBr3_20260519_020409.log
2026-05-19T02:04:32-07:00,FASnI3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnI3_20260519_020420.log
2026-05-19T02:04:43-07:00,FASnBr3,failed,42,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FASnBr3_20260519_020432.log
2026-05-19T02:14:45-07:00,FAPbI3,dry_run_done,0,/home/luis-ochoa/Documents/Vscode/py/dft/calculations/top8_r2scan/logs/r2scan_FAPbI3_20260519_021444.log
