energy_eV,wavelength_nm,alpha_cm1,alpha_m1,n,k,n_raw,k_raw
2.95,420.2847457627118,604321.9156747843,60432191.56747843,2.270227035935956,2.021166576115373,2.254056668980267,2.008893592745623
2.975,416.75294117647053,635361.9504171634,63536195.041716345,2.1777149786438303,2.107123605326475,2.183368839194906,2.089894372442615
3.0,413.28,661024.6946242556,66102469.46242557,2.0681740496022694,2.173963303948311,2.08531897887636,2.170530406067131
3.025,409.8644628099173,680817.379812104,68081737.98121041,1.9443053431846307,2.2205524427991206,1.957734649390638,2.229683936665617
3.05,406.50491803278686,693180.7809587991,69318078.09587991,1.8078198808369936,2.242345106578168,1.8138454824527859,2.2561410492729346
3.075,403.19999999999993,695684.5618243046,69568456.18243046,1.6651958682436352,2.232148198836676,1.6648068182815041,2.2472834138569584
3.1,399.9483870967742,687051.130759219,68705113.07592191,1.5292620310249494,2.1866694850315564,1.5218442847604918,2.201431699385237
3.125,396.74879999999996,668568.2322081351,66856823.220813505,1.413733921828502,2.110821429566962,1.3986123420425425,2.121125640624271
3.15,393.59999999999997,643444.8107557205,64344481.07557205,1.3277373347672796,2.0153780696556884,1.3084894995944043,2.0161501111149476
3.175,390.5007874015748,615756.3320288764,61575633.20288764,1.2748484493817336,1.9134668225527565,1.25824436780438,1.9040665400955514
3.2,387.44999999999993,589879.8602721341,58987986.02721341,1.2523647129628086,1.8187347713689348,1.2427976121599131,1.8027233300732484
3.225,384.44651162790694,569152.4810896952,56915248.108969525,1.2508520290070584,1.7412241979340974,1.2503861424263194,1.7219102779099067
3.25,381.48923076923074,554570.9486169671,55457094.861696705,1.2582573906219647,1.6835636245926373,1.2699198820238555,1.6659192677796495
3.275,378.57709923664123,545070.1427238878,54507014.27238878,1.2651852478253611,1.6420896680949468,1.2871231815766653,1.636595883091497
3.3,375.7090909090909,538706.8316316251,53870683.16316251,1.266861532503192,1.6106245803984343,1.2852592426243068,1.6232439190556687
3.325,372.88421052631577,533525.3392043428,53352533.92043428,1.2622573134791584,1.5831394840262822,1.2634162538833422,1.6030451118345415
3.35,370.1014925373134,527868.0231052696,52786802.31052697,1.253080726107831,1.554663229419197,1.2406745672283812,1.56488478226588
3.375,367.35999999999996,520717.1414152087,52071714.14152087,1.2434477217165796,1.5222426183396947,1.2322959656054386,1.51961059052885
3.4,364.65882352941173,512351.2899677422,51235128.99677422,1.2386180255353556,1.486773105513258,1.2349700157619534,1.4810734079818866
3.425,361.9970802919708,504586.921649467,50458692.164946705,1.241269495709717,1.4535540769576074,1.239498024735431,1.4500216733976894
3.45,359.37391304347824,499459.9257909241,49945992.57909241,1.2480261411193336,1.428358859118711,1.2454838684867817,1.4222849808181197
3.475,356.78848920863305,497163.2373729684,49716323.73729684,1.2516633955994654,1.411562063510094,1.25500322093768,1.4011509856414301
3.5,354.23999999999995,495760.2281118468,49576022.811184675,1.2476085081113433,1.3975244610855868,1.2612560354725937,1.3915348673375183
3.525,351.7276595744681,492921.1780032759,49292117.80032759,1.237089854728311,1.3796665530115217,1.2531523766489658,1.3876077900836936
3.55,349.2507042253521,487404.92755018536,48740492.75501853,1.2247123866086493,1.3546195589305379,1.2293670041531235,1.3737067485094576
3.575,346.80839160839156,479077.7881561942,47907778.815619424,1.2152094880937716,1.3221653432368405,1.2036018885744926,1.338366544030478
3.6,344.4,468484.1558672088,46848415.58672088,1.2126905725478212,1.283950221047134,1.1938984645293023,1.2859967121285443
3.625,342.02482758620687,456922.4569263625,45692245.692636244,1.2204398418919786,1.2436273713901973,1.2075298703663506,1.2326252016841843
3.65,339.6821917808219,446413.5628378105,44641356.28378105,1.2392668501088426,1.2067027315918935,1.2381181908168393,1.1921311397793295
3.675,337.37142857142857,438883.92566356086,43888392.566356085,1.266307795221237,1.178278928117567,1.274083720945926,1.1687430547299165
3.7,335.09189189189186,435182.64796837437,43518264.796837434,1.29626437400696,1.1604478437044903,1.3064972575679408,1.1590263517420778
3.725,332.8429530201342,434743.52104586095,43474352.104586095,1.3242538424270316,1.1514964964182246,1.3314529417176273,1.1566176706278195
3.75,330.62399999999997,436158.1605513828,43615816.05513828,1.3483086418100785,1.1475418010460623,1.3495952916928866,1.155106467542974
3.775,328.4344370860927,438253.7966365766,43825379.66365766,1.3696850212679503,1.1454193371847892,1.3658187338069703,1.1508463466588734
3.8,326.2736842105263,440826.7128512928,44082671.28512928,1.3909272207617394,1.1445640122698366,1.3851727066136064,1.145818671146209
3.825,324.1411764705882,444522.3588786808,44452235.88786808,1.4135027581757282,1.1466158749907636,1.408540571297252,1.1441335328493736
3.85,322.0363636363636,450177.4572160126,45017745.721601255,1.4369845567139856,1.1536625471419164,1.4346818240663615,1.1486261081424112
3.875,319.95870967741934,458378.2105481529,45837821.05481529,1.4597086663191514,1.167099915258313,1.4612559876721178,1.1619223560581045
3.9,317.9076923076923,469400.438935976,46940043.8935976,1.4793739982490675,1.1875028589387486,1.483353876130763,1.1851652719482457
3.925,315.88280254777067,483117.8527491185,48311785.27491185,1.4931260245754856,1.214420821815266,1.4959648594542068,1.2148470523987145
3.95,313.8835443037974,498717.7304218934,49871773.042189345,1.4980132146742944,1.245700080284895,1.4990551741551041,1.2453962884002785
3.975,311.90943396226413,514577.9130619524,51457791.30619524,1.4924388972654263,1.277231990987412,1.4954327519078927,1.275274329498878
4.0,309.96,528839.6637395135,52883966.373951346,1.4776700967889216,1.3044270872084154,1.4842916170729172,1.3055020507501838
4.025,308.0347826086956,540384.9605860164,54038496.05860164,1.4572392867851953,1.3246256136112746,1.4619995688842975,1.3322922875322336
4.05,306.1333333333333,549072.0885545814,54907208.85545814,1.4345263776858819,1.337611899791012,1.4313101788124127,1.3469054636358193
4.075,304.2552147239264,554986.8100353375,55498681.00353374,1.41174076496958,1.3437263330694746,1.4034136593803526,1.3465999403443296
4.1,302.40000000000003,558126.8643060108,55812686.430601075,1.3916028873404125,1.343089177819419,1.3865723218341126,1.3397844243296912
4.125,300.5672727272727,559338.2594678936,55933825.94678936,1.377898962029996,1.3378467048248657,1.3777161597931509,1.3359413598489969
4.15,298.7566265060241,560842.2751225227,56084227.51225227,1.3723529175136755,1.3333630788042208,1.3700905635876335,1.335007734970805
4.175,296.9676646706587,564837.4981627421,56483749.81627421,1.3719914909904214,1.334820354224933,1.3651456016682382,1.3325952175188593
4.2,295.2,571815.5306405183,57181553.06405183,1.371728079950446,1.3432672791951474,1.3689327141005403,1.3332738937422692
4.225,293.4532544378698,581001.8659201597,58100186.592015974,1.3686508985364825,1.3567711284428032,1.3765744840712535,1.3481998406008056
4.25,291.7270588235294,591897.4369893558,59189743.69893558,1.361962635380016,1.3740840829633258,1.3725475124624038,1.3767721939256081
4.275,290.0210526315789,604383.5774423804,60438357.744238034,1.3501530793077097,1.3948654444648274,1.3514196400469414,1.4034108605481876
4.3,288.33488372093024,617669.9161268485,61766991.61268485,1.3308993445124615,1.4172412139496147,1.3251451286855198,1.4192898266664786
4.325,286.66820809248554,630159.1547299959,63015915.47299959,1.3035890610467493,1.4375399329151122,1.302075561547907,1.4329133846748368
4.35,285.0206896551724,640568.0869389273,64056808.69389273,1.2702634038336702,1.4528869433613947,1.2745312968301596,1.451105794420093
4.375,283.392,648750.9928983278,64875099.28983278,1.233331380347641,1.4630385098571157,1.2355328272780777,1.4660100160918956
4.4,281.78181818181815,654995.0544878189,65499505.448781885,1.1929808885409805,1.4687271529520194,1.1913603888230742,1.4697830030506769
4.425,280.1898305084746,658639.121782665,65863912.1782665,1.1480776175754877,1.4685543627661528,1.148729177720731,1.4659569310682177
4.45,278.6157303370786,658059.4439223729,65805944.39223729,1.0995062265650315,1.4590188225400635,1.104879463403364,1.4584975586714246
4.475,277.05921787709497,652029.2090280576,65202920.90280576,1.0511126285839114,1.4375726152777237,1.05652721890889,1.443053451641814
4.5,275.52,640459.3110405405,64045931.10405405,1.0076295531689308,1.4042188854135456,1.0079050388023738,1.413475173904096
4.525,273.9977900552486,624071.5449989523,62407154.49989523,0.9733741308894973,1.3607288008097431,0.967346975082953,1.369145233421984
4.55,272.4923076923077,604420.9665351886,60442096.65351886,0.9523871924306063,1.3106414655683587,0.9415185171114704,1.3146374473837956
4.575,271.0032786885246,584317.0865789431,58431708.657894306,0.9470897611077892,1.2601239539734463,0.9342608967550119,1.256737014337319
4.6,269.5304347826087,567195.830165553,56719583.0165553,0.9557547269139576,1.2165528409349735,0.94662350668504,1.2044521839445028
4.625,268.0735135135135,555393.4851860336,55539348.51860336,0.9723336876473195,1.1847993945539703,0.973655545813149,1.168074536103198
4.65,266.63225806451607,548987.6853614186,54898768.536141865,0.9896678867591583,1.1648377299191388,1.0030821251784636,1.153115453826087
4.675,265.20641711229945,546288.0877241229,54628808.77241229,1.0030778383678065,1.152911297164001,1.0212227469519775,1.154676101290809
4.7,263.79574468085104,545180.6535263552,54518065.35263552,1.0113938070798667,1.144454042428478,1.021898346168779,1.1592153509605043
4.725,262.4,544059.8795575363,54405987.95575363,1.0159634229145447,1.1360584275046681,1.0112071693380298,1.1529618117355973
4.75,261.01894736842104,542212.3585975994,54221235.85975994,1.0193575801669137,1.1262416447400911,1.0039051098950362,1.1323961187117186
4.775,259.65235602094236,539953.4403030677,53995344.03030677,1.0240866242171929,1.1156776066758902,1.0108190724598503,1.107689576211942
4.8,258.3,538404.9052812819,53840490.52812819,1.0310968635927455,1.106683793610579,1.029350860943917,1.0924649627910192
4.825,256.96165803108806,538620.2844600718,53862028.446007185,1.03895938443024,1.101390095767873,1.048180610824522,1.091794666092699
4.85,255.63711340206186,540670.9235298128,54067092.352981284,1.0450743498030197,1.0998844330888504,1.057573223555112,1.1007559326121075
4.875,254.32615384615383,543662.5529453655,54366255.29453655,1.0478396637422458,1.1002986488619237,1.0549332978429191,1.1101422264276488
4.9,253.02857142857138,546593.0795220629,54659307.95220629,1.0476169665965622,1.1005856050925007,1.0442275279449977,1.1123653312280644
4.925,251.7441624365482,549142.4920766173,54914249.20766173,1.0457429878091937,1.1001061560939536,1.0336373633161937,1.1044073971335275
4.95,250.47272727272724,551618.0520598696,55161805.20598696,1.0428474940396515,1.0994843471704387,1.0318369857886822,1.0913443843450485
4.975,249.2140703517588,554307.211177524,55430721.117752396,1.0383236848966335,1.0992923936608505,1.0388861647622272,1.0847819888504644
5.0,247.968,557025.1951566954,55702519.51566955,1.0309265316840797,1.099159238824178,1.043377209425745,1.0907850389279528
5.025,246.73432835820893,558972.6349811406,55897263.498114064,1.0195340646178113,1.097514484453419,1.0337170958293471,1.1018938398093798
5.05,245.51287128712872,558724.9537328156,55872495.37328155,1.0039836096165051,1.0915973423063565,1.0098670293178647,1.1041768050920506
5.075,244.30344827586205,554550.1299725374,55455012.99725374,0.9861882641831026,1.0781037194566871,0.9822693788084625,1.089708966901146
5.1,243.10588235294117,545362.4748124751,54536247.481247514,0.9705965105867062,1.0550446880022362,0.9618835134355896,1.0606143943107664
5.125,241.92,531730.6401749074,53173064.01749074,0.9627541669875107,1.02365496306567,0.9540732717230653,1.0234751134328348
5.15,240.74563106796114,515994.3619044948,51599436.19044948,0.9666792046717608,0.9885383146527733,0.9603850845503614,0.9845412691333995
5.175,239.58260869565217,501317.20164192305,50131720.164192304,0.9829892705472032,0.9557802060694762,0.9801199886066312,0.950146931830158
5.2,238.43076923076922,490400.7265569993,49040072.65569993,1.0089703387495719,0.930472497211767,1.008951532185685,0.9253011370898889
5.225,237.28995215311005,484655.63310133276,48465563.31013328,1.0401347558562752,0.915172053400521,1.0417165726075666,0.9108871596664735
5.25,236.16,484140.67939297797,48414067.939297795,1.072040210209096,0.9098463379298973,1.0753264530814877,0.9063398814444904
5.275,235.04075829383882,487938.39103506715,48793839.103506714,1.1013482186417578,0.9126374905615996,1.1065848191778418,0.9112878041732244
5.3,233.9320754716981,494547.8430161327,49454784.30161327,1.1264247608773685,0.9206365695168951,1.1317713955296307,0.9232144884798376
5.325,232.8338028169014,502506.0302763778,50250603.02763778,1.1477399186990056,0.9310595203517361,1.149914745077006,0.9369796801134567
5.35,231.74579439252335,511182.9038621254,51118290.38621254,1.1672726484705873,0.9427104433800458,1.1644421663983782,0.9488949145645941
5.375,230.66790697674418,521181.7196527457,52118171.96527457,1.186875042916774,0.9566795387163566,1.1795649673741604,0.9594399471860676
5.4,229.59999999999997,533941.1423643334,53394114.23643334,1.2063877256116564,0.9755631920227478,1.1977518780776761,0.9715536842802875
5.425,228.54193548387096,550519.5810840058,55051958.108400576,1.2229538561342475,1.0012183664147374,1.2192730219164347,0.9899852029062023
5.45,227.49357798165136,570449.7743132618,57044977.43132619,1.232494434186893,1.0327059753359606,1.2397322063071017,1.0202330338481862
5.475,226.45479452054795,591628.9397453519,59162893.97453519,1.232309902891721,1.0661567615183338,1.2488962408096913,1.0630652944709362
5.5,225.42545454545453,611340.5978632172,61134059.78632172,1.222807787531085,1.0966709194294557,1.2373300014808564,1.1084868211055177
5.525,224.40542986425336,627527.5024605084,62752750.246050835,1.2072874998976955,1.1206145613784517,1.2078485594529842,1.1403927580323585
5.55,223.3945945945946,639625.7361890975,63962573.618909754,1.1906033404814849,1.1370739922707527,1.1759626669546472,1.150954905316054
5.575,222.3928251121076,648986.1197228612,64898611.97228612,1.1772435704580995,1.1485405058704117,1.1571063808746553,1.1474703380309415
5.6,221.4,658536.9238601477,65853692.386014774,1.1688333707922536,1.1602401315144708,1.1552498829309064,1.145346145063523
5.625,220.416,671226.181883883,67122618.1883883,1.1625029931667605,1.1773406550421293,1.1627974862361568,1.156840306177618
5.65,219.44070796460173,688041.5618932197,68804156.18932196,1.152044344314893,1.201495102160951,1.1667146741404446,1.1861764754262512
5.675,218.47400881057268,707098.4342796551,70709843.4279655,1.1313103913989289,1.2293337058214195,1.1531885674831601,1.2283134258705566
5.7,217.51578947368418,724278.6087556089,72427860.8755609,1.097672833609049,1.2536796678776916,1.1141049191437284,1.268293251129349
5.725,216.56593886462883,735092.9391044584,73509293.91044584,1.05385627103397,1.266842252193393,1.0553518912640625,1.2877970004603339
5.75,215.62434782608693,736850.6440448456,73685064.40448456,1.0068987189922476,1.2643502602561454,0.9949573396842081,1.279214644925345
5.775,214.69090909090906,729728.1059845072,72972810.59845072,0.9649815445815734,1.2467083398287178,0.9484107787924665,1.2497635797740838
5.8,213.7655172413793,716493.8716764778,71649387.16764778,0.9343105820437309,1.218821947716455,0.9213026028041289,1.2114602700599233
5.825,212.8480686695279,701292.32224104,70129232.22410399,0.9169152789516771,1.1878427028979168,0.9125768332101302,1.1752133748863776
5.85,211.93846153846152,687688.97101926,68768897.101926,0.9103313047432134,1.1598236834448328,0.9154359988488525,1.1491283949099842
5.875,211.03659574468082,677141.5053526078,67714150.53526078,0.9100244916212924,1.1371751041924067,0.9200877851743828,1.134127652615481
5.9,210.1423728813559,670638.0801527251,67063808.01527251,0.91429981494584,1.1214811486369436,0.9206098094808225,1.1244905163283132
5.925,209.25569620253162,666683.7605823249,66668376.05823249,0.916932351527596,1.110164412214342,0.9176050447590337,1.1133204921168154
5.95,208.37647058823526,662162.8283778934,66216282.83778934,0.9183678855850286,1.0980032132304343,0.9169143565636126,1.097276144492563
5.975,207.50460251046024,655567.7592274495,65556775.92274495,0.924426613383841,1.0825188232290737,0.9248981103238981,1.0799094936524622
6.0,206.64,649818.7391201432,64981873.91201432,0.9424467837610909,1.0685547034427807,0.9422379288929774,1.0689388732030132
